iter	MAPE	RMSE
930	0.2892527303	611423.3639
931	0.2891544845	611342.5708
932	0.2890579393	611201.0613
933	0.2889898399	611089.3677
934	0.2889523019	610990.218
935	0.2889038378	610851.564
936	0.2889197693	610779.8946
937	0.2888027644	610623.6533
938	0.2886292825	610462.7167
939	0.288652849	610403.1886
940	0.2885396859	610211.7362
941	0.2884701401	610128.2656
942	0.2883417096	610055.2311
943	0.2881934149	609895.0228
944	0.2881941645	609729.2169
945	0.2881225637	609592.586
946	0.2880145366	609479.9678
947	0.2879506239	609341.8998
948	0.2877458346	609212.2049
949	0.2876815683	609128.2684
950	0.2875958597	608990.6085
951	0.2875809249	608801.8387
952	0.2874638161	608640.3623
953	0.2874573902	608528.682
954	0.2873840799	608438.0092
955	0.2873033483	608334.6252
956	0.287260017	608191.927
957	0.2872440328	607974.9647
958	0.2872507381	607507.5094
959	0.2871834048	607377.5855
960	0.2871841084	607313.0322
961	0.2871469359	607095.597
962	0.2870877134	607034.896
963	0.2870341543	606930.1828
964	0.286935401	606873.6557
965	0.2867926838	606747.8851
966	0.2867434494	606648.1607
967	0.2866987556	606518.1695
968	0.2866246847	606351.9057
969	0.2865880893	606164.2078
970	0.2865728135	605985.4012
971	0.2865315224	605848.8017
972	0.2865365157	605786.9341
973	0.2865257079	605691.6456
974	0.2864160374	605622.678
975	0.2863265865	605490.7084
976	0.2861500992	605382.8
977	0.2861202478	605314.7798
978	0.2860767746	605129.7824
979	0.2860970918	605056.8947
980	0.2860124785	604943.9663
981	0.2860067896	604784.8857
982	0.2859465347	604706.9067
983	0.2857711816	604615.014
984	0.2856533345	604540.9995
985	0.2856122339	604362.3214
986	0.2855951305	604237.7875
987	0.2856132411	604161.9276
988	0.2855984832	604048.3685
989	0.2856189856	603977.4956
990	0.285459549	603885.5991
991	0.2853516393	603799.0681
992	0.2852315163	603705.9762
993	0.2852376956	603246.1837
994	0.2851666415	603188.581
995	0.2849837272	603071.2037
996	0.2849621326	602920.697
997	0.284855771	602771.9405
998	0.2847425804	602701.6836
999	0.2846982295	602543.4696
1000	0.2845358251	602383.5548
1001	0.2844335394	602289.4366
1002	0.2842642197	602217.1627
1003	0.2841140427	602094.8036
1004	0.2840625851	602040.104
1005	0.2840919355	601996.602
1006	0.2840260622	601943.0445
1007	0.2839163417	601821.7889
1008	0.283935954	601752.1629
1009	0.2838536569	601631.2931
1010	0.2836383849	601550.382
1011	0.283538387	601484.4719
1012	0.2834073198	601333.0052
1013	0.283335261	601196.1203
1014	0.2832560048	601128.4537
1015	0.2832721759	601055.9264
1016	0.2831444083	600946.5072
1017	0.2830625135	600863.8076
1018	0.2829992464	600777.6758
1019	0.2828362094	600684.8386
1020	0.2828149071	600555.4076
1021	0.2827068935	600451.849
1022	0.282553144	600314.2511
1023	0.2825433922	599801.0232
1024	0.2825310289	599692.8469
1025	0.2825333087	599251.2066
1026	0.2825516525	599183.3913
1027	0.2825323885	599041.2733
1028	0.282485811	598965.3041
1029	0.2824975163	598837.3967
1030	0.2823657088	598716.6248
1031	0.2823688101	598564.0844
1032	0.2822013835	598469.4806
1033	0.2821852987	598335.4324
1034	0.2820660858	598194.1558
1035	0.2820821621	598133.0037
1036	0.2820718221	597640.6213
1037	0.2820312504	597443.9197
1038	0.2818419543	597380.5112
1039	0.2818404546	597281.4602
1040	0.2817816714	597193.466
1041	0.2817752649	597143.2472
1042	0.2816753406	597062.6716
1043	0.2815945048	596942.1634
1044	0.2815567373	596745.6651
1045	0.2815174967	596578.8555
1046	0.2814017849	596416.2956
1047	0.2812926437	596341.4303
1048	0.2812944918	595917.4955
1049	0.2811991274	595760.9005
1050	0.2812145684	595701.2988
1051	0.2811355541	595586.3684
1052	0.2811295212	595537.4674
1053	0.2811087927	595412.4025
1054	0.2810242026	595312.4151
1055	0.2810122011	595120.5231
1056	0.2809527231	595046.3816
1057	0.2808593009	594892.0497
1058	0.2807656922	594829.1826
1059	0.2807557097	594697.4606
1060	0.2806490993	594579.0856
1061	0.2805962911	594479.7242
1062	0.2805019995	594404.5174
1063	0.2804464876	594288.234
1064	0.2804314613	593815.6899
1065	0.2802892761	593714.0098
1066	0.2801773588	593616.1669
1067	0.2800979664	593441.193
1068	0.2799820014	593296.7856
1069	0.2798698006	593157.0047
1070	0.2798299753	593071.2795
1071	0.2797404791	593000.0628
1072	0.2796518609	592854.0496
1073	0.2796051364	592711.0078
1074	0.27950903	592600.7616
1075	0.2794472258	592507.0615
1076	0.2793928489	592430.2169
1077	0.2791565145	592316.1667
1078	0.2790552186	592181.7568
1079	0.2789723086	592111.1087
1080	0.2788587106	591999.1525
1081	0.2788008284	591852.3928
1082	0.2787866211	591725.0644
1083	0.2787897024	591317.1048
1084	0.2786914143	591195.9886
1085	0.2786295674	591080.0176
1086	0.278609439	590992.7545
1087	0.2785951697	590869.6212
1088	0.2785784145	590750.9938
1089	0.2785646773	590660.1145
1090	0.2784957539	590553.811
1091	0.2784377814	590475.396
1092	0.2783639331	590416.8957
1093	0.2783170801	590351.798
1094	0.2782436374	590278.3785
1095	0.2782632156	590213.791
1096	0.2781978301	590135.2298
1097	0.2782144606	590054.9259
1098	0.2782044502	589976.5284
1099	0.2781063703	589902.7749
1100	0.2780074895	589772.8509
1101	0.2779878532	589667.4751
1102	0.27789303	589541.8176
1103	0.2778795873	589428.5365
1104	0.2778656106	589251.7944
1105	0.2778058955	589140.9712
1106	0.277676971	588983.8063
1107	0.2775501348	588895.957
1108	0.2774964456	588755.4339
1109	0.2775145038	588692.3899
1110	0.2774334125	588558.9112
1111	0.2774371624	588157.9573
1112	0.2773561482	588098.1921
1113	0.2773224172	587920.8247
1114	0.2772751963	587843.1833
1115	0.2771747301	587750.8305
1116	0.2770912653	587671.2776
1117	0.2770710233	587558.2836
1118	0.2769862479	587510.8885
1119	0.2769209214	587412.3806
1120	0.2769056034	587293.6357
1121	0.2768359199	587130.9896
1122	0.2768221946	586979.0012
1123	0.2767424157	586850.227
1124	0.2766675249	586781.5334
1125	0.2765854107	586723.2459
1126	0.2765569234	586508.4856
1127	0.276495784	586403.748
1128	0.2764274198	586246.6502
1129	0.2763041031	586159.306
1130	0.2762175119	586043.1993
1131	0.2762124151	585731.6043
1132	0.2761615267	585675.9913
1133	0.2761121362	585543.4075
1134	0.2760827938	585499.6976
1135	0.2760686834	585386.5308
1136	0.2760389774	585243.3141
1137	0.2759814657	585181.2906
1138	0.2759576032	585060.6755
1139	0.2759599231	584672.4503
1140	0.2758932022	584604.8188
1141	0.2758405643	584521.0014
1142	0.2754826809	584386.117
1143	0.275437899	584303.955
1144	0.2753840745	584180.368
1145	0.2752954082	584060.2465
1146	0.2752193661	583937.8866
1147	0.2751511472	583873.9522
1148	0.2750995974	583715.8955
1149	0.2750339282	583637.2895
1150	0.2750329596	583463.9196
1151	0.2749538854	583329.7183
1152	0.2749234106	583274.7303
1153	0.2747915423	583180.8906
1154	0.2747642071	583042.6128
1155	0.2746618099	582970.1682
1156	0.2745785596	582854.954
1157	0.2745425174	582731.2194
1158	0.2744618488	582630.2896
1159	0.2744315259	582462.8645
1160	0.2744245567	582373.5389
1161	0.2743711383	582313.937
1162	0.2743220797	582236.2083
1163	0.2741962324	582117.7333
1164	0.2741770224	582000.4371
1165	0.2740956525	581910.1331
1166	0.2740523684	581832.4119
1167	0.2740419619	581724.5486
1168	0.274044657	581346.692
1169	0.2739717737	581218.1058
1170	0.2739639031	581152.4612
1171	0.2738933899	581010.8103
1172	0.2738147244	580899.4163
1173	0.273749189	580812.574
1174	0.2736856895	580730.4102
1175	0.2735778754	580646.8461
1176	0.2735301013	580574.5664
1177	0.2734584066	580466.7095
1178	0.2734284591	580394.7204
1179	0.2734005737	580296.3184
1180	0.2732805495	580224.9758
1181	0.2732317845	580125.8823
1182	0.2731922048	580051.1003
1183	0.2731306326	579934.39
1184	0.2730747426	579814.8608
1185	0.2730298569	579747.8662
1186	0.2730045618	579620.2541
1187	0.2729564334	579545.9679
1188	0.2729156721	579468.5386
1189	0.2729166836	579307.6528
1190	0.2729130498	579222.7581
1191	0.2727611876	579151.9799
1192	0.2727118848	579093.4601
1193	0.2727174928	579055.8606
1194	0.2726788623	578933.1411
1195	0.2726202225	578855.7369
1196	0.2726537463	578792.2067
1197	0.2726168331	578721.2828
1198	0.2725737321	578612.5585
1199	0.2725365419	578518.6725
1200	0.2724354093	578437.4687
1201	0.272383797	578278.9382
1202	0.2722960707	578205.568
1203	0.2722824229	578147.8942
1204	0.2722184424	578087.2957
1205	0.2721869365	577971.7939
1206	0.272175999	577892.8249
1207	0.2721623095	577832.3037
1208	0.2721111894	577718.6645
1209	0.2721140584	577595.0674
1210	0.2720520962	577437.651
1211	0.2720180582	577311.9691
1212	0.2720210455	577192.5311
1213	0.2719759243	577074.0549
1214	0.2719152385	576997.2157
1215	0.2718592675	576938.5529
1216	0.2718212635	576867.6478
1217	0.2718064306	576813.1373
1218	0.2717574843	576704.3452
1219	0.2717235678	576582.27
1220	0.2716640551	576430.7874
1221	0.2716185413	576277.3155
1222	0.2715815198	576202.8831
1223	0.2715687178	576165.667
1224	0.2714978564	576116.5765
1225	0.2713806989	576007.4724
1226	0.2713465066	575867.8668
1227	0.2713504041	575793.9875
1228	0.271287712	575736.5013
1229	0.2712126808	575671.7832
1230	0.2711521643	575616.3775
1231	0.2711216664	575506.5023
1232	0.2711009703	575477.5162
1233	0.2710768493	575381.6501
1234	0.2710874068	575295.7483
1235	0.2709585657	575146.4913
1236	0.2709288419	575015.9154
1237	0.2708899989	574942.7014
1238	0.2708377044	574872.3417
1239	0.2708018168	574812.099
1240	0.270767522	574744.6231
1241	0.2707315476	574375.6655
1242	0.270641876	574321.8501
1243	0.2706091195	574204.8543
1244	0.2705689737	574121.8403
1245	0.2705035094	574029.2681
1246	0.270430626	573967.6577
1247	0.2702670016	573855.1013
1248	0.2702101367	573708.9304
1249	0.2701627125	573606.2296
1250	0.2700958335	573484.8594
1251	0.2700468254	573365.5922
1252	0.2700046865	573289.3695
1253	0.2699008499	573191.9265
1254	0.269883041	573139.0126
1255	0.2697895942	573060.5807
1256	0.2697575483	572995.8187
1257	0.2697373288	572903.0588
1258	0.2696632271	572806.8314
1259	0.2695819678	572735.9899
1260	0.2695200971	572647.752
1261	0.2695502314	572588.2364
1262	0.2694894388	572510.0763
1263	0.2694277538	572386.9246
1264	0.2693859602	572316.0328
1265	0.2693555505	572191.0312
1266	0.2693400793	572104.6136
1267	0.2692982197	572054.888
1268	0.2692414438	571911.0502
1269	0.2692039381	571762.0927
1270	0.2691731653	571699.0679
1271	0.2690679432	571615.0129
1272	0.2690292375	571544.9093
1273	0.26905849	571487.924
1274	0.2690095665	571391.2429
1275	0.2690137106	571301.7523
1276	0.2689794376	571223.1259
1277	0.2689493801	571158.0962
1278	0.2689090482	571081.7259
1279	0.2688650684	570983.7644
1280	0.268771975	570877.9332
1281	0.2687568716	570827.8941
1282	0.2687249781	570766.6196
1283	0.2686927538	570657.7066
1284	0.2686492957	570601.4119
1285	0.2686500805	570562.2078
1286	0.268560129	570496.4779
1287	0.2684723256	570422.9915
1288	0.2684069267	570351.7664
1289	0.2681149471	570195.5252
1290	0.2681302429	570125.8089
1291	0.2680739065	570068.3477
1292	0.2679853102	570009.2936
1293	0.2679549078	569933.1837
1294	0.2678550599	569835.1014
1295	0.2678395087	569732.569
1296	0.2677945323	569599.2678
1297	0.2677646337	569263.461
1298	0.2677174351	569184.021
1299	0.2676787458	569132.1963
1300	0.2676640079	569033.7976
1301	0.2676846979	568997.2773
1302	0.2676536936	568877.6577
1303	0.2675581458	568786.1763
1304	0.2675372431	568706.3339
1305	0.2675268928	568648.592
1306	0.2674150506	568564.2253
1307	0.2673878168	568505.2486
1308	0.2673106028	568435.9225
1309	0.2672553962	568358.686
1310	0.2671861768	568255.6584
1311	0.2671541928	568142.0772
1312	0.2670815705	568040.7175
1313	0.2670706267	567970.9163
1314	0.2670367045	567896.7925
1315	0.2670154689	567821.4359
1316	0.2670006198	567728.1806
1317	0.266963503	567591.4407
1318	0.2668801504	567511.7399
1319	0.2668720164	567460.985
1320	0.2668640931	567361.1911
1321	0.2668471884	567224.6322
1322	0.2667970724	567154.4013
1323	0.2667227873	566997.6677
1324	0.2666621704	566924.0867
1325	0.2666308024	566781.0635
1326	0.2666707865	566560.5285
1327	0.2666264697	566498.1832
1328	0.2665945877	566151.2486
1329	0.2666090046	565936.1061
1330	0.2665416968	565851.5499
1331	0.2664718652	565758.5398
1332	0.2664457168	565503.3927
1333	0.2664080166	565436.3704
1334	0.266302717	565301.9937
1335	0.2663187887	565092.5733
1336	0.2662894175	564998.2575
1337	0.2662873421	564897.2122
1338	0.2662562569	564566.8795
1339	0.2661504524	564480.1094
1340	0.2660776872	564329.4112
1341	0.2660335663	564256.9661
1342	0.2660115002	564139.5459
1343	0.2659616895	564038.3403
1344	0.2658768724	563991.0285
1345	0.2658392175	563924.2661
1346	0.2657920544	563826.4809
1347	0.2657630692	563773.7813
1348	0.2656909594	563684.1098
1349	0.2656786757	563590.5512
1350	0.2656433369	563525.2693
1351	0.2656018761	563437.6828
1352	0.265605915	563341.9286
1353	0.2655615661	563231.4105
1354	0.2655525195	563169.4901
1355	0.2655236192	563066.8288
1356	0.2654762696	562999.4082
1357	0.2654919041	562795.8253
1358	0.2654725206	562724.8997
1359	0.2653834772	562649.8441
1360	0.2652733825	562601.9805
1361	0.2652455693	562523.7532
1362	0.2651946129	562444.1832
1363	0.2652342058	562245.7172
1364	0.2652390156	562140.4278
1365	0.2650855797	562081.3782
1366	0.2650468698	561985.2757
1367	0.2650134663	561863.9207
1368	0.2649609515	561795.3976
1369	0.2648997653	561720.2222
1370	0.2648505597	561593.3371
1371	0.2648017836	561512.3301
1372	0.2647721682	561452.5912
1373	0.264694818	561403.5665
1374	0.2646268629	561298.2195
1375	0.264561298	561244.0739
1376	0.2643983267	561135.8442
1377	0.2644001203	560948.3644
1378	0.2643919634	560884.2087
1379	0.2643601181	560817.418
1380	0.2643214607	560767.7062
1381	0.2643456944	560716.742
1382	0.2643316307	560644.9913
1383	0.2642605019	560565.0701
1384	0.2641798682	560518.0302
1385	0.2641347979	560440.1238
1386	0.2640786136	560327.2206
1387	0.2640701713	560238.4438
1388	0.2640507704	560166.5523
1389	0.2639636114	560122.4653
1390	0.2639101211	560070.847
1391	0.2638554127	560019.3603
1392	0.2638560097	559983.9551
1393	0.2638451897	559898.6204
1394	0.2638398939	559864.0748
1395	0.2638419995	559681.8806
1396	0.2637506268	559566.8339
1397	0.2636465227	559482.5146
1398	0.2634915484	559380.2036
1399	0.2634252919	559241.3681
1400	0.2633808097	559187.54
1401	0.2633731696	559109.3549
1402	0.2633090175	558974.5717
1403	0.2632763419	558894.9761
1404	0.2632420915	558803.8699
1405	0.2632307215	558741.0768
1406	0.2630759969	558642.927
1407	0.2630278439	558545.2923
1408	0.2628948851	558441.1754
1409	0.262873787	558336.8047
1410	0.2628198336	558268.9591
1411	0.2627475856	558152.3369
1412	0.262733574	558068.0073
1413	0.2627370311	557992.5199
1414	0.2627445481	557952.6297
1415	0.2627464244	557778.0852
1416	0.2626995138	557653.9929
1417	0.2626261219	557578.2428
1418	0.2625808683	557498.3355
1419	0.2625740558	557448.7527
1420	0.2625209351	557375.3939
1421	0.2625152596	557342.2456
1422	0.2624837769	557267.9809
1423	0.2624464186	557165.2994
1424	0.2624371227	557063.7388
1425	0.2623745777	556958.9892
1426	0.2623161219	556919.0683
1427	0.2622824394	556890.7336
1428	0.2622494715	556863.0694
1429	0.2621737282	556817.2778
1430	0.262085596	556730.6571
1431	0.2620527082	556607.908
1432	0.2619858673	556550.7622
1433	0.2619831249	556431.0484
1434	0.2619930997	556334.6126
1435	0.2618969765	556263.9595
1436	0.2617985843	556183.2965
1437	0.2616720567	556084.3814
1438	0.2616454488	556016.6384
1439	0.2616131898	555989.6856
1440	0.2616516785	555813.3752
1441	0.2616197515	555787.0246
1442	0.26162214	555674.8343
1443	0.261615873	555626.8434
1444	0.2616409381	555577.4822
1445	0.2615843095	555521.3595
1446	0.2615889739	555413.8121
1447	0.2615472514	555368.5096
1448	0.2615152646	555342.7874
1449	0.2615108427	555313.5647
1450	0.2614990967	555183.9465
1451	0.2614799463	555116.3764
1452	0.2614021508	555047.5203
1453	0.2613272962	555005.491
1454	0.261265169	554879.9827
1455	0.2612357663	554560.2839
1456	0.2611936992	554461.958
1457	0.2611978672	554387.886
1458	0.2611109745	554277.0365
1459	0.261081343	554252.6929
1460	0.2609794747	554197.3407
1461	0.2608835407	554144.3731
1462	0.2608905408	554042.2058
1463	0.2608821112	553926.2197
1464	0.2609215817	553755.8325
1465	0.260818685	553632.5571
1466	0.2607791885	553559.8179
1467	0.2607685382	553434.8746
1468	0.2606921342	553347.7078
1469	0.2606638494	553037.809
1470	0.2606130145	552941.0711
1471	0.2605713318	552870.4214
1472	0.2604877335	552763.3137
1473	0.2604915264	552603.9489
1474	0.2604097167	552500.4403
1475	0.2603301316	552400.4557
1476	0.2603038828	552342.1534
1477	0.2602561786	552294.4651
1478	0.2602492489	552223.2027
1479	0.2602300496	552110.0094
1480	0.2602577611	552033.0422
1481	0.2602202288	551961.6546
1482	0.260102336	551870.2938
1483	0.2600155677	551829.11
1484	0.2599538207	551775.7657
1485	0.2599447288	551713.9249
1486	0.2599367205	551596.1642
1487	0.2599099628	551294.9909
1488	0.2598877048	551232.7538
1489	0.2598668443	551203.2814
1490	0.2598087155	551083.6515
1491	0.2597311592	550986.7771
1492	0.2597066349	550930.6495
1493	0.2597066437	550903.4676
1494	0.2596355056	550833.5685
1495	0.2595587023	550795.0149
1496	0.2595342464	550728.8191
1497	0.2594498175	550672.3577
1498	0.2594229519	550601.1453
1499	0.2593462639	550562.2721
1500	0.2593214115	550447.4685
1501	0.2593073919	550346.6914
1502	0.2592344065	550310.2296
1503	0.2592089819	550253.866
1504	0.2592212065	550159.7501
1505	0.2592109277	550129.2537
1506	0.2591894066	550095.5182
1507	0.2591706666	550024.2551
1508	0.2591108594	549927.9273
1509	0.2590852638	549897.3868
1510	0.2590727695	549839.6671
1511	0.2590333123	549769.2711
1512	0.258944415	549703.6423
1513	0.258913332	549623.5121
1514	0.2588879975	549568.6493
1515	0.2589054722	549408.8258
1516	0.2588497178	549295.1716
1517	0.2587832745	549230.6108
1518	0.2586921807	549113.5686
1519	0.2586467558	549025.0333
1520	0.2586165666	548958.3831
1521	0.2585876957	548893.3914
1522	0.2585623467	548785.405
1523	0.2584679784	548704.8941
1524	0.2584521919	548660.5756
1525	0.2584174509	548590.9968
1526	0.2583939771	548485.6353
1527	0.258377776	548430.0944
1528	0.2583603329	548403.5039
1529	0.2583521563	548353.322
1530	0.2583015172	548306.7549
1531	0.2582703602	548278.0853
1532	0.2582137818	548185.3938
1533	0.2581776714	548098.2745
1534	0.2581255772	548044.7705
1535	0.2580891441	548014.6725
1536	0.2580544846	547974.5446
1537	0.2580097968	547883.7244
1538	0.257985538	547594.3643
1539	0.2579559789	547492.8469
1540	0.2579101068	547382.7846
1541	0.257842165	547296.499
1542	0.2577757881	547213.152
1543	0.2577193384	547163.1519
1544	0.2576948492	547072.18
1545	0.2576347127	546969.4765
1546	0.2575782643	546909.3259
1547	0.2575560233	546871.7296
1548	0.2574552047	546785.5766
1549	0.2574102054	546717.4438
1550	0.2573251199	546602.0049
1551	0.2572862146	546532.2018
1552	0.2572618416	546452.78
1553	0.257217393	546414.3885
1554	0.2571353523	546352.539
1555	0.2571136597	546290.208
1556	0.2571102424	546248.0102
1557	0.2570653209	546186.7257
1558	0.2570327269	546118.2156
1559	0.2570175626	546059.5938
1560	0.2569878979	545995.0989
1561	0.2568987796	545863.3392
1562	0.2568639506	545807.5023
1563	0.2568468181	545748.1601
1564	0.2568414806	545689.9299
1565	0.2568347805	545577.0139
1566	0.2568119368	545506.4377
1567	0.2567370862	545437.3534
1568	0.2566183416	545356.3953
1569	0.2565955763	545270.5481
1570	0.2565630259	545194.7652
1571	0.2564596361	545121.5551
1572	0.2564105036	545071.2045
1573	0.2563904853	544999.7613
1574	0.2563812806	544947.8029
1575	0.2563831257	544873.7325
1576	0.2563848459	544819.4659
1577	0.2562433376	544745.8898
1578	0.2562220305	544671.8266
1579	0.25620049	544620.8056
1580	0.2561385229	544565.6559
1581	0.2560903959	544512.0988
1582	0.2559936784	544442.8636
1583	0.2559845454	544365.036
1584	0.2559653598	544324.8316
1585	0.2559272531	544270.1219
1586	0.2559134173	544194.3231
1587	0.2559048601	544119.344
1588	0.2558899633	544024.9457
1589	0.2558014558	543986.8136
1590	0.2557762529	543897.4147
1591	0.2556868086	543770.8799
1592	0.2556677806	543695.2579
1593	0.2556354515	543618.6103
1594	0.2556020614	543547.5703
1595	0.2556092018	543477.4331
1596	0.2556056933	543405.8874
1597	0.2555204667	543363.7657
1598	0.2555416749	543327.3866
1599	0.2555181653	543268.9071
1600	0.2554735803	543217.5849
1601	0.2554356277	543180.8547
1602	0.2554519145	543029.4548
1603	0.2554353572	542932.1877
1604	0.255411154	542653.4848
1605	0.2553648899	542608.1073
1606	0.2553655594	542512.6664
1607	0.2553178395	542420.266
1608	0.2553079247	542344.1568
1609	0.2552920465	542255.6276
1610	0.2552306741	542198.6696
1611	0.2552336708	542136.1747
1612	0.2551988565	542033.8143
1613	0.2551944221	541992.3027
1614	0.2551704991	541931.3479
1615	0.2551495071	541890.8751
1616	0.2551491816	541823.1292
1617	0.2550935822	541762.058
1618	0.2550783841	541701.094
1619	0.254883203	541592.0145
1620	0.2548214377	541509.517
1621	0.2548105144	541453.6331
1622	0.2547727198	541384.6596
1623	0.2546915186	541328.0999
1624	0.2546469297	541296.449
1625	0.2546283102	541229.2933
1626	0.2546135203	541152.9005
1627	0.2545970195	541107.6417
1628	0.2545904965	541063.7512
1629	0.2544641374	541006.6069
1630	0.2544474896	540950.3533
1631	0.2544373951	540882.5524
1632	0.2544359601	540813.2695
1633	0.2544210507	540769.2177
1634	0.2544152108	540715.0962
1635	0.2543579112	540652.5148
1636	0.2543269546	540585.8417
1637	0.254269244	540506.1726
1638	0.2542547599	540416.6732
1639	0.2542399912	540355.6661
1640	0.2542404505	540286.0436
1641	0.2542415042	540226.255
1642	0.2542348061	540158.3527
1643	0.2541889282	540085.8628
1644	0.2541643973	540031.4404
1645	0.2541573392	539988.7248
1646	0.2541004031	539938.5243
1647	0.2540522221	539877.923
1648	0.2540300281	539830.3153
1649	0.2539675993	539789.6628
1650	0.2539635679	539737.8771
1651	0.2537995997	539651.0602
1652	0.2537937975	539596.6913
1653	0.253782694	539555.8036
1654	0.2536566746	539519.8127
1655	0.2536342643	539467.1123
1656	0.2536394734	539414.1048
1657	0.2536002963	539362.8066
1658	0.2535671529	539284.5453
1659	0.2535526209	539213.9761
1660	0.2534995431	539140.0465
1661	0.2534824497	539068.6927
1662	0.2534627176	538999.7348
1663	0.2534247049	538948.757
1664	0.2534036951	538918.0207
1665	0.2533934966	538865.8853
1666	0.2533537279	538788.0223
1667	0.2532310299	538753.0771
1668	0.2532020572	538684.416
1669	0.2531674287	538603.4289
1670	0.2531688122	538529.0557
1671	0.2531432386	538510.4669
1672	0.2531384965	538446.8031
1673	0.2531092451	538386.6678
1674	0.2531153097	538311.4098
1675	0.253106644	538249.4324
1676	0.2530415362	538200.2314
1677	0.2530281995	538133.8011
1678	0.253027366	538068.0841
1679	0.2529281625	537994.3639
1680	0.2529076299	537930.5475
1681	0.2528624478	537873.5096
1682	0.2528457761	537827.8278
1683	0.2527777759	537766.0865
1684	0.2527717683	537707.6659
1685	0.2527552331	537598.9301
1686	0.2527242402	537528.8131
1687	0.252685721	537457.4428
1688	0.252663172	537163.6542
1689	0.2526604263	537066.1906
1690	0.2526581403	536972.0037
1691	0.2526241733	536898.0657
1692	0.252604406	536852.2899
1693	0.2525958712	536749.5462
1694	0.2525758243	536701.5447
1695	0.2525402663	536608.9097
1696	0.2524992786	536551.9849
1697	0.2524828182	536471.7516
1698	0.2524541077	536440.1885
1699	0.2524435405	536375.0125
1700	0.2524227622	536307.5949
1701	0.2523860788	536277.9514
1702	0.252364222	536211.6289
1703	0.2523755922	536141.9873
1704	0.2523087381	536092.1612
1705	0.2523046991	536058.4262
1706	0.2523041135	536002.997
1707	0.2522854247	535959.4633
1708	0.2522698264	535907.6974
1709	0.2522819252	535852.9746
1710	0.252283461	535801.7699
1711	0.2522335281	535758.756
1712	0.2522264156	535726.7543
1713	0.2522080735	535703.5644
1714	0.252183229	535668.532
1715	0.2520650287	535634.637
1716	0.2520372201	535566.1343
1717	0.2519217279	535533.14
1718	0.251900348	535482.1287
1719	0.2519004464	535417.0127
1720	0.2519009154	535353.8178
1721	0.2518820712	535066.481
1722	0.2517694342	535034.3025
1723	0.2517667652	534943.6873
1724	0.2517031615	534860.0681
1725	0.2516924973	534835.1461
1726	0.2516853793	534803.9763
1727	0.2516647218	534547.3225
1728	0.2516261176	534492.3826
1729	0.2515700489	534473.6654
1730	0.2515223447	534416.832
1731	0.2515021328	534369.265
1732	0.2514907098	534268.9781
1733	0.2514555785	534193.0444
1734	0.2514106199	534103.411
1735	0.2514005898	534022.3631
1736	0.2513453153	533942.5004
1737	0.2513077854	533855.7125
1738	0.2512697394	533803.5499
1739	0.2512805886	533735.6584
1740	0.2512366652	533682.0442
1741	0.2511832977	533637.9881
1742	0.2511481306	533566.9186
1743	0.2510408611	533536.948
1744	0.2510321911	533501.31
1745	0.2510165972	533446.3923
1746	0.2509584723	533408.4244
1747	0.2509419649	533358.5168
1748	0.2509435334	533289.425
1749	0.2509306884	533236.7975
1750	0.2509122835	533168.493
1751	0.2508804974	533084.3914
1752	0.2508694013	533035.5221
1753	0.2508543497	532982.1642
1754	0.2508369699	532709.9338
1755	0.2508322574	532662.0964
1756	0.2508145089	532611.4907
1757	0.2508073295	532587.2762
1758	0.2506991569	532553.8443
1759	0.2506377993	532508.5175
1760	0.2505973618	532457.5676
1761	0.250579441	532192.944
1762	0.2505681671	532147.9172
1763	0.2505562877	532071.1444
1764	0.2505194982	532019.3632
1765	0.2504864185	531945.7943
1766	0.2504514671	531872.6779
1767	0.2504120988	531822.5303
1768	0.2503812427	531774.153
1769	0.2503570503	531726.5844
1770	0.250340928	531687.4607
1771	0.2502893844	531645.9336
1772	0.250233797	531628.1251
1773	0.2501260288	531595.5854
1774	0.2500816399	531544.8499
1775	0.2500654637	531466.9733
1776	0.2500456184	531402.3152
1777	0.2500445752	531341.1046
1778	0.2500033725	531282.5349
1779	0.2499709843	531248.3771
1780	0.2499433053	531162.4489
1781	0.2499480849	531130.6229
1782	0.2499305896	531071.1822
1783	0.2498934855	530997.8042
1784	0.249864708	530959.5864
1785	0.2498239	530910.9591
1786	0.249790849	530879.8225
1787	0.2496860062	530851.4058
1788	0.2496273282	530782.9247
1789	0.2496178446	530716.8996
1790	0.2495732909	530652.3414
1791	0.249570353	530579.7974
1792	0.2495349188	530527.8918
1793	0.2493871353	530430.8691
1794	0.2493533852	530391.2672
1795	0.2493395219	530343.1338
1796	0.249321774	530299.9514
1797	0.249285441	530224.7001
1798	0.2492514614	530176.8041
1799	0.2492200161	530085.3161
1800	0.2491845675	530007.1403
1801	0.2491320793	529972.1212
1802	0.2491159281	529908.7468
1803	0.249080545	529863.5983
1804	0.249069724	529823.6085
1805	0.2490569992	529777.5974
1806	0.249037286	529696.2749
1807	0.2490360615	529637.0683
1808	0.2489450919	529604.825
1809	0.2488892474	529572.0466
1810	0.2488839924	529528.5062
1811	0.2488327266	529488.4322
1812	0.248814106	529408.2961
1813	0.2487899933	529328.7171
1814	0.2487553478	529258.1144
1815	0.248720802	529228.8418
1816	0.2487208769	529198.1737
1817	0.248680076	529166.3021
1818	0.2486076042	529106.5648
