iter	Passed	Remaining
1669	22520	44906
1670	22534	44893
1671	22547	44878
1672	22561	44866
1673	22575	44853
1674	22589	44841
1675	22602	44827
1676	22616	44814
1677	22630	44801
1678	22643	44788
1679	22658	44776
1680	22671	44763
1681	22685	44749
1682	22697	44734
1683	22711	44722
1684	22725	44708
1685	22738	44695
1686	22752	44683
1687	22766	44669
1688	22779	44656
1689	22793	44642
1690	22806	44629
1691	22821	44616
1692	22834	44603
1693	22848	44590
1694	22862	44578
1695	22876	44566
1696	22890	44554
1697	22904	44540
1698	22917	44526
1699	22931	44514
1700	22945	44501
1701	22959	44488
1702	22972	44475
1703	22985	44461
1704	22999	44447
1705	23012	44433
1706	23025	44419
1707	23039	44406
1708	23053	44393
1709	23067	44380
1710	23080	44367
1711	23094	44354
1712	23107	44340
1713	23121	44326
1714	23134	44313
1715	23147	44298
1716	23160	44284
1717	23173	44270
1718	23185	44253
1719	23197	44238
1720	23211	44224
1721	23223	44208
1722	23237	44194
1723	23250	44181
1724	23264	44169
1725	23277	44155
1726	23290	44140
1727	23304	44127
1728	23317	44113
1729	23330	44099
1730	23344	44086
1731	23359	44074
1732	23373	44062
1733	23387	44050
1734	23401	44037
1735	23415	44025
1736	23428	44011
1737	23442	43999
1738	23456	43986
1739	23471	43975
1740	23485	43962
1741	23498	43948
1742	23510	43932
1743	23523	43918
1744	23537	43904
1745	23551	43893
1746	23565	43879
1747	23578	43865
1748	23591	43851
1749	23605	43838
1750	23618	43824
1751	23633	43813
1752	23646	43800
1753	23660	43787
1754	23673	43773
1755	23687	43759
1756	23700	43745
1757	23713	43731
1758	23726	43717
1759	23740	43704
1760	23755	43692
1761	23768	43678
1762	23781	43664
1763	23794	43650
1764	23808	43638
1765	23822	43625
1766	23836	43612
1767	23849	43599
1768	23864	43586
1769	23877	43573
1770	23891	43560
1771	23904	43546
1772	23918	43532
1773	23931	43519
1774	23945	43506
1775	23959	43494
1776	23974	43482
1777	23987	43468
1778	24000	43455
1779	24014	43441
1780	24029	43431
1781	24043	43418
1782	24057	43405
1783	24069	43390
1784	24082	43375
1785	24096	43362
1786	24109	43348
1787	24122	43333
1788	24136	43321
1789	24147	43304
1790	24159	43287
1791	24173	43275
1792	24187	43261
1793	24200	43248
1794	24214	43235
1795	24228	43222
1796	24241	43208
1797	24255	43196
1798	24269	43183
1799	24282	43169
1800	24296	43156
1801	24310	43143
1802	24324	43131
1803	24338	43118
1804	24351	43104
1805	24364	43089
1806	24378	43077
1807	24392	43064
1808	24406	43051
1809	24419	43038
1810	24433	43024
1811	24446	43009
1812	24459	42996
1813	24473	42983
1814	24486	42969
1815	24500	42957
1816	24512	42940
1817	24525	42925
1818	24538	42912
1819	24551	42897
1820	24563	42881
1821	24576	42866
1822	24589	42852
1823	24602	42839
1824	24615	42824
1825	24627	42808
1826	24641	42794
1827	24657	42786
1828	24671	42773
1829	24684	42760
1830	24698	42747
1831	24712	42733
1832	24725	42720
1833	24739	42708
1834	24753	42694
1835	24767	42681
1836	24780	42668
1837	24795	42656
1838	24808	42642
1839	24821	42627
1840	24835	42615
1841	24851	42605
1842	24865	42593
1843	24879	42580
1844	24893	42567
1845	24907	42556
1846	24921	42542
1847	24934	42529
1848	24947	42515
1849	24961	42501
1850	24975	42489
1851	24988	42475
1852	25002	42462
1853	25016	42449
1854	25029	42435
1855	25042	42420
1856	25055	42407
1857	25068	42392
1858	25081	42378
1859	25095	42366
1860	25109	42352
1861	25120	42335
1862	25132	42318
1863	25142	42299
1864	25152	42280
1865	25164	42264
1866	25175	42246
1867	25186	42229
1868	25199	42215
1869	25212	42200
1870	25225	42186
1871	25239	42173
1872	25252	42160
1873	25265	42144
1874	25278	42130
1875	25292	42118
1876	25307	42107
1877	25320	42093
1878	25334	42080
1879	25348	42067
1880	25361	42053
1881	25376	42042
1882	25389	42028
1883	25403	42015
1884	25416	42001
1885	25429	41987
1886	25443	41974
1887	25457	41961
1888	25471	41948
1889	25484	41934
1890	25498	41922
1891	25511	41908
1892	25526	41896
1893	25539	41883
1894	25553	41870
1895	25565	41853
1896	25576	41836
1897	25587	41818
1898	25598	41801
1899	25610	41785
1900	25623	41771
1901	25637	41758
1902	25651	41745
1903	25664	41732
1904	25678	41718
1905	25692	41707
1906	25706	41693
1907	25720	41680
1908	25733	41667
1909	25746	41653
1910	25759	41638
1911	25773	41625
1912	25786	41611
1913	25799	41597
1914	25813	41585
1915	25827	41571
1916	25841	41560
1917	25855	41547
1918	25869	41533
1919	25882	41520
1920	25896	41507
1921	25910	41493
1922	25923	41479
1923	25936	41466
1924	25949	41452
1925	25963	41439
1926	25976	41425
1927	25989	41411
1928	26003	41398
1929	26017	41385
1930	26031	41372
1931	26045	41359
1932	26059	41347
1933	26074	41336
1934	26088	41323
1935	26099	41306
1936	26109	41286
1937	26118	41266
1938	26130	41250
1939	26142	41234
1940	26155	41220
1941	26168	41206
1942	26181	41192
1943	26195	41179
1944	26208	41165
1945	26221	41151
1946	26235	41138
1947	26248	41124
1948	26262	41112
1949	26276	41098
1950	26290	41086
1951	26304	41074
1952	26317	41060
1953	26331	41046
1954	26344	41033
1955	26358	41019
1956	26371	41006
1957	26385	40992
1958	26399	40979
1959	26412	40965
1960	26426	40953
1961	26439	40940
1962	26452	40925
1963	26466	40911
1964	26480	40899
1965	26494	40886
1966	26507	40873
1967	26520	40859
1968	26534	40845
1969	26547	40831
1970	26561	40818
1971	26575	40805
1972	26589	40794
1973	26605	40783
1974	26616	40767
1975	26629	40752
1976	26641	40737
1977	26654	40723
1978	26667	40709
1979	26682	40697
1980	26695	40683
1981	26708	40668
1982	26721	40655
1983	26735	40642
1984	26749	40630
1985	26763	40616
1986	26776	40602
1987	26789	40588
1988	26803	40575
1989	26816	40561
1990	26830	40548
1991	26843	40534
1992	26857	40522
1993	26871	40508
1994	26885	40496
1995	26899	40484
1996	26912	40470
1997	26926	40456
1998	26940	40443
1999	26954	40431
2000	26967	40417
2001	26981	40404
2002	26994	40390
2003	27007	40377
2004	27021	40363
2005	27034	40349
2006	27048	40336
2007	27061	40322
2008	27074	40308
2009	27086	40292
2010	27094	40271
2011	27107	40257
2012	27120	40243
2013	27132	40227
2014	27145	40212
2015	27157	40198
2016	27171	40184
2017	27184	40171
2018	27198	40157
2019	27211	40144
2020	27225	40130
2021	27238	40117
2022	27251	40102
2023	27265	40089
2024	27278	40076
2025	27293	40064
2026	27309	40055
2027	27323	40042
2028	27337	40029
2029	27351	40016
2030	27364	40002
2031	27377	39988
2032	27391	39975
2033	27405	39962
2034	27418	39948
2035	27432	39935
2036	27445	39921
2037	27458	39907
2038	27472	39894
2039	27485	39880
2040	27499	39867
2041	27512	39853
2042	27525	39839
2043	27538	39825
2044	27551	39812
2045	27565	39799
2046	27579	39786
2047	27593	39772
2048	27608	39761
2049	27623	39750
2050	27638	39740
2051	27651	39725
2052	27664	39711
2053	27677	39696
2054	27689	39681
2055	27704	39669
2056	27718	39657
2057	27732	39644
2058	27745	39630
2059	27759	39617
2060	27772	39604
2061	27785	39589
2062	27798	39575
2063	27812	39563
2064	27825	39549
2065	27839	39535
2066	27852	39521
2067	27865	39507
2068	27878	39493
2069	27893	39481
2070	27906	39467
2071	27920	39454
2072	27933	39441
2073	27946	39427
2074	27960	39414
2075	27974	39401
2076	27987	39387
2077	28001	39374
2078	28014	39361
2079	28028	39347
2080	28041	39334
2081	28054	39319
2082	28067	39305
2083	28081	39292
2084	28092	39275
2085	28104	39260
2086	28118	39246
2087	28130	39232
2088	28145	39219
2089	28159	39208
2090	28170	39190
2091	28180	39172
2092	28193	39158
2093	28207	39145
2094	28220	39131
2095	28233	39116
2096	28246	39102
2097	28259	39089
2098	28273	39076
2099	28287	39063
2100	28301	39050
2101	28314	39036
2102	28327	39022
2103	28340	39008
2104	28353	38994
2105	28367	38981
2106	28380	38967
2107	28393	38953
2108	28406	38939
2109	28419	38925
2110	28432	38911
2111	28446	38898
2112	28459	38884
2113	28473	38872
2114	28487	38859
2115	28501	38845
2116	28514	38832
2117	28528	38818
2118	28541	38805
2119	28555	38792
2120	28569	38779
2121	28582	38766
2122	28596	38753
2123	28610	38739
2124	28623	38726
2125	28637	38712
2126	28651	38699
2127	28665	38687
2128	28680	38675
2129	28694	38663
2130	28705	38646
2131	28716	38629
2132	28727	38613
2133	28740	38599
2134	28753	38585
2135	28766	38571
2136	28779	38556
2137	28793	38543
2138	28806	38529
2139	28821	38518
2140	28834	38504
2141	28847	38489
2142	28860	38476
2143	28875	38464
2144	28889	38452
2145	28902	38438
2146	28916	38425
2147	28929	38411
2148	28943	38398
2149	28957	38385
2150	28971	38372
2151	28984	38358
2152	28998	38346
2153	29012	38333
2154	29025	38319
2155	29038	38305
2156	29051	38291
2157	29065	38277
2158	29078	38264
2159	29092	38251
2160	29105	38236
2161	29118	38223
2162	29132	38209
2163	29144	38195
2164	29157	38180
2165	29170	38166
2166	29184	38154
2167	29200	38143
2168	29214	38131
2169	29227	38117
2170	29241	38104
2171	29255	38091
2172	29269	38079
2173	29283	38065
2174	29297	38052
2175	29310	38039
2176	29324	38026
2177	29337	38012
2178	29350	37998
2179	29363	37984
2180	29377	37971
2181	29390	37957
2182	29403	37943
2183	29417	37930
2184	29431	37917
2185	29446	37905
2186	29460	37893
2187	29474	37880
2188	29488	37867
2189	29502	37855
2190	29516	37841
2191	29529	37827
2192	29543	37814
2193	29556	37801
2194	29569	37786
2195	29582	37773
2196	29596	37760
2197	29610	37747
2198	29623	37733
2199	29637	37720
2200	29651	37707
2201	29665	37694
2202	29678	37680
2203	29691	37666
2204	29705	37653
2205	29718	37639
2206	29730	37624
2207	29743	37609
2208	29755	37595
2209	29767	37580
2210	29778	37563
2211	29789	37546
2212	29798	37527
2213	29809	37511
2214	29822	37496
2215	29836	37484
2216	29851	37472
2217	29864	37458
2218	29878	37445
2219	29892	37433
2220	29906	37420
2221	29920	37406
2222	29933	37393
2223	29946	37379
2224	29959	37365
2225	29973	37352
2226	29986	37338
2227	30000	37325
2228	30014	37312
2229	30027	37298
2230	30040	37284
2231	30052	37269
2232	30064	37253
2233	30075	37237
2234	30087	37222
2235	30100	37208
2236	30113	37194
2237	30126	37180
2238	30139	37166
2239	30153	37153
2240	30167	37140
2241	30181	37127
2242	30194	37113
2243	30207	37099
2244	30221	37087
2245	30235	37073
2246	30248	37060
2247	30261	37045
2248	30274	37031
2249	30286	37017
2250	30300	37004
2251	30312	36989
2252	30325	36975
2253	30338	36961
2254	30352	36947
2255	30366	36934
2256	30378	36920
2257	30392	36907
2258	30406	36894
2259	30420	36881
2260	30433	36868
2261	30448	36855
2262	30461	36841
2263	30475	36828
2264	30487	36814
2265	30501	36801
2266	30514	36787
2267	30527	36772
2268	30540	36759
2269	30554	36746
2270	30568	36733
2271	30581	36719
2272	30595	36706
2273	30608	36692
2274	30622	36679
2275	30637	36667
2276	30650	36654
2277	30664	36640
2278	30678	36627
2279	30691	36613
2280	30705	36601
2281	30718	36587
2282	30732	36574
2283	30746	36562
2284	30760	36548
2285	30773	36535
2286	30785	36519
2287	30797	36504
2288	30808	36488
2289	30819	36472
2290	30831	36456
2291	30841	36439
2292	30853	36423
2293	30864	36407
2294	30875	36390
2295	30882	36370
2296	30891	36351
2297	30898	36330
2298	30906	36310
2299	30914	36290
2300	30921	36270
2301	30929	36250
2302	30936	36229
2303	30944	36209
2304	30952	36189
2305	30960	36169
2306	30968	36149
2307	30975	36129
2308	30983	36109
2309	30991	36089
2310	30999	36069
2311	31008	36050
2312	31017	36032
2313	31025	36012
2314	31034	35994
2315	31042	35975
2316	31051	35956
2317	31059	35936
2318	31067	35917
2319	31075	35897
2320	31084	35879
2321	31094	35861
2322	31103	35843
2323	31111	35823
2324	31120	35804
2325	31128	35786
2326	31138	35768
2327	31146	35749
2328	31155	35730
2329	31163	35710
2330	31171	35691
2331	31179	35671
2332	31187	35652
2333	31196	35633
2334	31205	35615
2335	31215	35598
2336	31224	35580
2337	31232	35560
2338	31239	35540
2339	31247	35520
2340	31255	35501
2341	31264	35483
2342	31274	35465
2343	31284	35448
2344	31294	35431
2345	31303	35412
2346	31312	35394
2347	31322	35377
2348	31333	35362
2349	31345	35347
2350	31357	35332
2351	31371	35319
2352	31384	35306
2353	31398	35293
2354	31412	35280
2355	31425	35266
2356	31439	35253
2357	31452	35241
2358	31466	35227
2359	31480	35215
2360	31493	35202
2361	31506	35188
2362	31520	35175
2363	31534	35162
2364	31548	35150
2365	31562	35137
2366	31576	35125
2367	31590	35111
2368	31603	35098
2369	31616	35085
2370	31630	35072
2371	31643	35058
2372	31656	35044
2373	31670	35032
2374	31684	35019
2375	31698	35006
2376	31712	34994
2377	31726	34981
2378	31739	34967
2379	31753	34955
2380	31766	34942
2381	31781	34929
2382	31794	34916
2383	31808	34903
2384	31822	34891
2385	31835	34877
2386	31849	34864
2387	31860	34849
2388	31872	34834
2389	31882	34816
2390	31893	34801
2391	31904	34785
2392	31916	34770
2393	31929	34756
2394	31942	34743
2395	31955	34729
2396	31968	34715
2397	31982	34702
2398	31995	34689
2399	32010	34677
2400	32023	34664
2401	32036	34650
2402	32049	34636
2403	32060	34620
2404	32071	34605
2405	32085	34592
2406	32098	34578
2407	32111	34565
2408	32125	34552
2409	32139	34539
2410	32152	34526
2411	32165	34512
2412	32179	34500
2413	32193	34487
2414	32206	34474
2415	32220	34461
2416	32235	34449
2417	32252	34440
2418	32265	34426
2419	32279	34414
2420	32293	34401
2421	32309	34390
2422	32322	34376
2423	32336	34364
2424	32349	34351
2425	32362	34336
2426	32374	34322
2427	32388	34308
2428	32402	34296
2429	32416	34283
2430	32430	34271
2431	32444	34258
2432	32458	34245
2433	32471	34232
2434	32485	34219
2435	32498	34206
2436	32511	34192
2437	32525	34179
2438	32538	34165
2439	32551	34151
2440	32564	34138
2441	32577	34125
2442	32590	34111
2443	32604	34099
2444	32618	34086
2445	32632	34073
2446	32645	34060
2447	32659	34046
2448	32673	34034
2449	32688	34023
2450	32702	34010
2451	32717	33997
2452	32730	33984
2453	32743	33970
2454	32756	33957
2455	32770	33944
2456	32784	33931
2457	32797	33918
2458	32811	33905
2459	32825	33893
2460	32839	33880
2461	32853	33867
2462	32866	33853
2463	32878	33839
2464	32889	33823
2465	32901	33808
2466	32915	33795
2467	32928	33782
2468	32942	33769
2469	32955	33756
2470	32968	33742
2471	32982	33729
2472	32995	33715
2473	33006	33700
2474	33014	33680
2475	33025	33665
2476	33037	33650
2477	33049	33636
2478	33062	33622
2479	33075	33608
2480	33088	33595
2481	33102	33582
2482	33115	33569
2483	33128	33555
2484	33142	33542
2485	33155	33528
2486	33169	33515
2487	33183	33503
2488	33197	33490
2489	33210	33477
2490	33224	33464
2491	33238	33451
2492	33251	33438
2493	33264	33424
2494	33278	33411
2495	33292	33398
2496	33305	33385
2497	33319	33372
2498	33333	33360
2499	33347	33347
2500	33360	33333
2501	33374	33321
2502	33388	33308
2503	33401	33294
2504	33413	33280
2505	33427	33267
2506	33440	33253
2507	33453	33239
2508	33466	33226
2509	33480	33213
2510	33493	33199
2511	33506	33186
2512	33519	33173
2513	33532	33159
2514	33546	33146
2515	33560	33133
2516	33574	33121
2517	33588	33108
2518	33602	33095
2519	33615	33081
2520	33628	33068
2521	33641	33054
2522	33655	33041
2523	33668	33028
2524	33682	33015
2525	33696	33002
2526	33709	32989
2527	33723	32976
2528	33737	32963
2529	33750	32950
2530	33764	32937
2531	33778	32924
2532	33791	32911
2533	33804	32897
2534	33817	32884
2535	33830	32870
2536	33844	32856
2537	33858	32844
2538	33871	32831
2539	33886	32819
2540	33899	32805
2541	33912	32791
2542	33924	32777
2543	33937	32763
2544	33950	32750
2545	33964	32737
2546	33977	32723
2547	33989	32708
2548	33999	32692
2549	34011	32677
2550	34023	32662
2551	34034	32647
2552	34048	32634
2553	34061	32621
2554	34075	32608
2555	34088	32594
2556	34101	32581
2557	34114	32567
2558	34127	32553
2559	34140	32539
2560	34154	32527
2561	34168	32514
2562	34182	32502
2563	34195	32488
2564	34208	32474
2565	34222	32461
2566	34234	32447
2567	34249	32435
2568	34263	32422
2569	34276	32409
2570	34290	32396
2571	34304	32383
2572	34317	32370
2573	34330	32356
2574	34344	32344
2575	34359	32331
2576	34373	32318
2577	34387	32306
2578	34400	32292
2579	34414	32279
2580	34427	32266
2581	34441	32253
2582	34454	32240
2583	34466	32226
2584	34480	32213
2585	34494	32200
2586	34507	32186
2587	34521	32173
2588	34535	32160
2589	34548	32147
2590	34563	32135
2591	34576	32121
2592	34589	32108
2593	34603	32095
2594	34616	32081
2595	34629	32068
2596	34642	32054
2597	34656	32041
2598	34670	32028
2599	34683	32015
2600	34697	32002
2601	34711	31989
2602	34724	31976
2603	34739	31964
2604	34753	31951
2605	34766	31938
2606	34780	31925
2607	34794	31912
2608	34807	31899
2609	34821	31886
2610	34835	31873
2611	34848	31859
2612	34861	31846
2613	34874	31833
2614	34888	31819
2615	34901	31806
2616	34914	31792
2617	34928	31779
2618	34942	31767
2619	34956	31754
2620	34968	31740
2621	34977	31722
2622	34985	31704
2623	34995	31688
2624	35008	31674
2625	35020	31660
2626	35034	31647
2627	35048	31634
2628	35061	31621
2629	35074	31606
2630	35087	31593
2631	35101	31580
2632	35115	31567
2633	35128	31554
2634	35142	31541
2635	35156	31528
2636	35170	31515
2637	35183	31502
2638	35197	31489
2639	35210	31475
2640	35223	31462
2641	35236	31449
2642	35250	31436
2643	35264	31423
2644	35278	31410
2645	35291	31397
2646	35306	31384
2647	35320	31372
2648	35333	31358
2649	35347	31346
2650	35361	31332
2651	35375	31320
2652	35388	31306
2653	35402	31294
2654	35416	31281
2655	35430	31268
2656	35444	31255
2657	35458	31242
2658	35472	31229
2659	35484	31215
2660	35497	31201
2661	35511	31188
2662	35525	31176
2663	35539	31163
2664	35553	31150
2665	35566	31137
2666	35580	31124
2667	35595	31112
2668	35611	31102
2669	35626	31090
2670	35639	31076
2671	35653	31063
2672	35666	31049
2673	35679	31036
2674	35693	31023
2675	35706	31009
2676	35716	30993
2677	35727	30978
2678	35739	30963
2679	35750	30948
2680	35761	30933
2681	35773	30917
2682	35784	30902
2683	35795	30887
2684	35807	30873
2685	35820	30859
2686	35833	30846
2687	35847	30833
2688	35862	30820
2689	35876	30808
2690	35889	30794
2691	35903	30782
2692	35916	30768
2693	35930	30755
2694	35943	30742
2695	35955	30727
2696	35967	30712
2697	35977	30697
2698	35990	30683
2699	36003	30669
2700	36014	30654
2701	36024	30638
2702	36036	30624
2703	36050	30610
2704	36062	30596
2705	36076	30583
2706	36089	30570
2707	36101	30555
2708	36114	30542
2709	36128	30528
2710	36141	30515
2711	36155	30502
2712	36169	30489
2713	36183	30476
2714	36196	30463
2715	36208	30449
2716	36222	30436
2717	36235	30423
2718	36250	30410
2719	36263	30397
2720	36276	30384
2721	36290	30371
2722	36304	30358
2723	36318	30345
2724	36332	30332
2725	36345	30319
2726	36358	30305
2727	36371	30292
2728	36385	30279
2729	36398	30265
2730	36411	30251
2731	36424	30238
2732	36438	30225
2733	36451	30212
2734	36466	30200
2735	36480	30186
2736	36494	30174
2737	36508	30161
2738	36521	30148
2739	36533	30133
2740	36546	30119
2741	36559	30106
2742	36572	30092
2743	36585	30079
2744	36598	30065
2745	36611	30052
2746	36624	30038
2747	36638	30025
2748	36653	30013
2749	36666	30000
2750	36680	29987
2751	36694	29974
2752	36708	29961
2753	36723	29949
2754	36737	29936
2755	36750	29922
2756	36764	29910
2757	36779	29898
2758	36792	29885
2759	36806	29871
2760	36819	29858
2761	36833	29845
2762	36846	29832
2763	36860	29819
2764	36873	29805
2765	36887	29792
2766	36901	29779
2767	36914	29766
2768	36927	29752
2769	36942	29740
2770	36956	29727
2771	36969	29714
2772	36983	29701
2773	36997	29688
2774	37009	29674
2775	37022	29660
2776	37037	29648
2777	37049	29634
2778	37060	29619
2779	37073	29605
2780	37086	29592
2781	37101	29579
2782	37114	29566
2783	37127	29552
2784	37141	29540
2785	37155	29527
2786	37169	29514
2787	37183	29501
2788	37197	29488
2789	37211	29475
2790	37225	29462
2791	37238	29449
2792	37251	29435
2793	37265	29422
2794	37278	29409
2795	37292	29396
2796	37305	29383
2797	37318	29369
2798	37332	29356
2799	37346	29343
2800	37360	29330
2801	37373	29317
2802	37387	29304
2803	37400	29291
2804	37414	29278
2805	37428	29264
2806	37441	29251
2807	37454	29238
2808	37468	29224
2809	37481	29211
2810	37495	29198
2811	37508	29185
2812	37522	29172
2813	37537	29160
2814	37551	29147
2815	37563	29133
2816	37576	29119
2817	37588	29105
2818	37601	29091
2819	37614	29077
2820	37627	29064
2821	37640	29050
2822	37655	29038
2823	37667	29024
2824	37680	29010
2825	37694	28997
2826	37707	28984
2827	37721	28971
2828	37735	28958
2829	37749	28945
2830	37762	28932
2831	37775	28918
2832	37788	28904
2833	37801	28891
2834	37815	28878
2835	37829	28865
2836	37843	28852
2837	37856	28839
2838	37870	28826
2839	37884	28813
2840	37897	28800
2841	37912	28787
2842	37925	28774
2843	37937	28760
2844	37951	28747
2845	37964	28733
2846	37978	28720
2847	37990	28706
2848	38003	28692
2849	38016	28679
2850	38031	28666
2851	38044	28653
2852	38059	28641
2853	38071	28627
2854	38084	28613
2855	38096	28599
2856	38108	28584
2857	38120	28570
2858	38134	28557
2859	38148	28544
2860	38160	28530
2861	38174	28517
2862	38188	28504
2863	38202	28491
2864	38215	28478
2865	38229	28465
2866	38243	28452
2867	38256	28438
2868	38269	28425
2869	38283	28412
2870	38297	28399
2871	38311	28386
2872	38324	28372
2873	38337	28359
2874	38351	28346
2875	38364	28332
2876	38377	28319
2877	38389	28305
2878	38403	28292
2879	38416	28278
2880	38430	28265
2881	38444	28253
2882	38457	28239
2883	38472	28227
2884	38486	28214
2885	38500	28202
2886	38514	28188
2887	38527	28175
2888	38541	28162
2889	38554	28148
2890	38568	28135
2891	38582	28122
2892	38595	28109
2893	38608	28095
2894	38621	28082
2895	38634	28068
2896	38658	28063
2897	38672	28050
2898	38686	28037
2899	38699	28023
2900	38713	28011
2901	38727	27998
2902	38741	27985
2903	38754	27971
2904	38768	27958
2905	38782	27945
2906	38795	27932
2907	38809	27919
2908	38824	27907
2909	38841	27896
2910	38855	27883
2911	38869	27870
2912	38883	27857
2913	38897	27844
2914	38909	27830
2915	38922	27816
2916	38933	27802
2917	38945	27787
2918	38957	27773
2919	38971	27760
2920	38984	27747
2921	38997	27733
2922	39011	27720
2923	39024	27706
2924	39037	27693
2925	39051	27680
2926	39063	27666
2927	39077	27653
2928	39090	27639
2929	39104	27626
2930	39117	27613
2931	39129	27598
2932	39140	27584
2933	39152	27569
2934	39165	27556
2935	39178	27542
2936	39191	27528
2937	39204	27515
2938	39215	27500
2939	39228	27486
2940	39241	27473
2941	39255	27459
2942	39267	27446
2943	39281	27432
2944	39295	27419
2945	39309	27407
2946	39322	27393
2947	39335	27380
2948	39348	27366
2949	39362	27353
2950	39375	27339
2951	39389	27327
2952	39401	27313
2953	39415	27300
2954	39428	27286
2955	39442	27273
2956	39456	27260
2957	39470	27247
2958	39483	27234
2959	39497	27221
2960	39512	27209
2961	39526	27196
2962	39538	27182
2963	39552	27168
2964	39564	27154
2965	39578	27141
2966	39591	27128
2967	39604	27114
2968	39617	27101
2969	39631	27088
2970	39644	27074
2971	39658	27061
2972	39671	27048
2973	39684	27034
2974	39699	27022
2975	39712	27008
2976	39726	26995
2977	39739	26982
2978	39753	26969
2979	39767	26956
2980	39780	26942
2981	39794	26930
2982	39808	26916
2983	39821	26903
2984	39834	26890
2985	39848	26876
2986	39861	26863
2987	39875	26850
2988	39888	26837
2989	39901	26823
2990	39914	26809
2991	39927	26796
2992	39939	26782
2993	39952	26768
2994	39965	26754
2995	39978	26741
2996	39992	26728
2997	40005	26714
2998	40018	26701
2999	40031	26687
3000	40045	26674
3001	40059	26661
3002	40073	26648
3003	40086	26635
3004	40100	26622
3005	40114	26609
3006	40128	26596
3007	40143	26584
3008	40157	26571
3009	40169	26557
3010	40183	26544
3011	40197	26531
3012	40208	26516
3013	40221	26503
3014	40235	26490
3015	40248	26476
3016	40261	26463
3017	40274	26449
3018	40288	26436
3019	40302	26423
3020	40314	26409
3021	40327	26395
3022	40340	26382
3023	40354	26368
3024	40367	26355
3025	40380	26342
3026	40393	26328
3027	40407	26315
3028	40421	26302
3029	40435	26290
3030	40449	26276
3031	40462	26263
3032	40476	26250
3033	40490	26237
3034	40504	26224
3035	40518	26211
3036	40532	26198
3037	40546	26185
3038	40558	26171
3039	40572	26158
3040	40586	26145
3041	40600	26132
3042	40613	26119
3043	40626	26105
3044	40639	26092
3045	40652	26078
3046	40667	26065
3047	40679	26052
3048	40693	26038
3049	40706	26025
3050	40719	26011
3051	40733	25998
3052	40745	25984
3053	40757	25970
3054	40768	25955
3055	40780	25941
3056	40790	25925
3057	40800	25910
3058	40810	25895
3059	40822	25881
3060	40831	25864
3061	40840	25848
3062	40849	25832
3063	40860	25817
3064	40870	25802
3065	40882	25787
3066	40892	25772
3067	40905	25759
3068	40917	25745
3069	40927	25729
3070	40936	25713
3071	40944	25697
3072	40951	25679
3073	40960	25663
3074	40967	25646
3075	40975	25629
3076	40984	25613
3077	40993	25597
3078	41003	25582
3079	41015	25567
3080	41026	25553
3081	41037	25538
3082	41050	25525
3083	41062	25511
3084	41076	25498
3085	41089	25484
3086	41103	25471
3087	41116	25458
3088	41130	25444
3089	41144	25432
3090	41158	25419
3091	41172	25406
3092	41187	25394
3093	41203	25382
3094	41217	25369
3095	41230	25355
3096	41241	25341
3097	41255	25328
3098	41268	25315
3099	41283	25302
3100	41297	25289
3101	41311	25276
3102	41325	25263
3103	41338	25250
3104	41352	25237
3105	41366	25224
3106	41379	25211
3107	41393	25198
3108	41406	25184
3109	41419	25171
3110	41432	25158
3111	41446	25145
3112	41460	25132
3113	41477	25120
3114	41492	25108
3115	41504	25094
3116	41517	25080
3117	41529	25066
3118	41538	25051
3119	41550	25036
3120	41560	25021
3121	41570	25006
3122	41584	24993
3123	41595	24978
3124	41608	24965
3125	41620	24951
3126	41633	24937
3127	41647	24924
3128	41660	24910
3129	41673	24897
3130	41687	24884
3131	41700	24871
3132	41713	24857
3133	41727	24844
3134	41741	24831
3135	41755	24819
3136	41768	24805
3137	41781	24791
3138	41794	24778
3139	41808	24765
3140	41822	24752
3141	41836	24739
3142	41850	24727
3143	41864	24713
3144	41877	24700
3145	41886	24684
3146	41897	24669
3147	41905	24653
3148	41917	24639
3149	41928	24624
3150	41941	24610
3151	41954	24597
3152	41967	24584
3153	41981	24571
3154	41995	24558
3155	42008	24544
3156	42021	24531
3157	42034	24518
3158	42048	24504
3159	42062	24492
3160	42071	24476
3161	42083	24461
3162	42096	24448
3163	42109	24435
3164	42123	24422
3165	42137	24409
3166	42150	24395
3167	42162	24381
3168	42176	24369
3169	42190	24355
3170	42203	24342
3171	42216	24329
3172	42230	24316
3173	42244	24303
3174	42259	24290
3175	42271	24277
3176	42285	24263
3177	42298	24250
3178	42311	24237
3179	42325	24223
3180	42338	24210
3181	42352	24197
3182	42365	24184
3183	42378	24170
3184	42392	24157
3185	42405	24144
3186	42419	24131
3187	42432	24117
3188	42446	24104
3189	42460	24091
3190	42474	24078
3191	42487	24065
3192	42500	24052
3193	42512	24037
3194	42525	24024
3195	42539	24011
3196	42552	23998
3197	42566	23985
3198	42579	23971
3199	42593	23959
3200	42606	23945
3201	42621	23932
3202	42634	23919
3203	42648	23906
3204	42661	23893
3205	42674	23879
3206	42689	23867
3207	42702	23853
3208	42716	23840
3209	42729	23827
3210	42742	23813
3211	42755	23800
3212	42770	23787
3213	42782	23774
3214	42795	23760
3215	42808	23746
3216	42821	23733
3217	42835	23720
3218	42847	23706
3219	42860	23693
3220	42870	23677
3221	42881	23663
3222	42891	23648
