iter	Passed	Remaining
3223	42905	23635
3224	42918	23621
3225	42931	23608
3226	42946	23595
3227	42959	23582
3228	42972	23568
3229	42985	23555
3230	42999	23542
3231	43012	23529
3232	43026	23516
3233	43040	23503
3234	43053	23489
3235	43066	23476
3236	43080	23463
3237	43094	23450
3238	43107	23436
3239	43121	23424
3240	43135	23411
3241	43149	23398
3242	43162	23384
3243	43175	23371
3244	43189	23358
3245	43203	23345
3246	43215	23331
3247	43229	23318
3248	43243	23305
3249	43257	23292
3250	43270	23279
3251	43284	23266
3252	43298	23252
3253	43312	23240
3254	43324	23226
3255	43337	23212
3256	43350	23199
3257	43364	23186
3258	43377	23172
3259	43391	23159
3260	43404	23146
3261	43417	23133
3262	43432	23120
3263	43446	23107
3264	43459	23094
3265	43472	23080
3266	43486	23067
3267	43500	23054
3268	43513	23041
3269	43526	23027
3270	43539	23014
3271	43552	23000
3272	43565	22987
3273	43578	22973
3274	43591	22960
3275	43605	22947
3276	43618	22934
3277	43632	22920
3278	43645	22907
3279	43659	22894
3280	43672	22880
3281	43685	22867
3282	43698	22854
3283	43711	22840
3284	43725	22827
3285	43739	22814
3286	43752	22801
3287	43765	22788
3288	43779	22775
3289	43794	22762
3290	43809	22749
3291	43822	22736
3292	43834	22722
3293	43846	22708
3294	43855	22693
3295	43863	22677
3296	43870	22660
3297	43881	22645
3298	43891	22631
3299	43906	22618
3300	43921	22606
3301	43935	22593
3302	43952	22581
3303	43966	22568
3304	43981	22556
3305	43995	22543
3306	44011	22531
3307	44027	22519
3308	44043	22507
3309	44057	22494
3310	44072	22482
3311	44087	22469
3312	44104	22458
3313	44122	22447
3314	44136	22434
3315	44147	22419
3316	44160	22406
3317	44173	22392
3318	44186	22379
3319	44200	22366
3320	44213	22353
3321	44226	22339
3322	44237	22324
3323	44251	22312
3324	44266	22299
3325	44281	22287
3326	44295	22274
3327	44309	22261
3328	44323	22248
3329	44336	22234
3330	44348	22220
3331	44357	22205
3332	44366	22190
3333	44374	22174
3334	44383	22158
3335	44392	22142
3336	44399	22126
3337	44408	22111
3338	44418	22096
3339	44427	22080
3340	44436	22065
3341	44446	22050
3342	44454	22034
3343	44462	22018
3344	44470	22002
3345	44479	21987
3346	44488	21971
3347	44497	21956
3348	44507	21941
3349	44516	21926
3350	44526	21911
3351	44537	21896
3352	44549	21882
3353	44562	21869
3354	44573	21855
3355	44585	21840
3356	44597	21827
3357	44612	21814
3358	44623	21800
3359	44632	21785
3360	44642	21770
3361	44651	21754
3362	44660	21739
3363	44669	21723
3364	44678	21708
3365	44687	21693
3366	44697	21678
3367	44706	21662
3368	44714	21647
3369	44723	21632
3370	44732	21616
3371	44741	21601
3372	44749	21585
3373	44761	21571
3374	44769	21555
3375	44779	21540
3376	44789	21525
3377	44799	21511
3378	44809	21496
3379	44820	21481
3380	44829	21466
3381	44837	21450
3382	44846	21435
3383	44856	21421
3384	44869	21407
3385	44880	21393
3386	44889	21378
3387	44898	21362
3388	44907	21347
3389	44915	21331
3390	44923	21315
3391	44933	21300
3392	44942	21285
3393	44951	21270
3394	44960	21255
3395	44970	21240
3396	44981	21225
3397	44990	21210
3398	44998	21195
3399	45007	21179
3400	45018	21165
3401	45028	21150
3402	45040	21137
3403	45048	21121
3404	45056	21105
3405	45066	21091
3406	45076	21076
3407	45090	21063
3408	45102	21049
3409	45111	21034
3410	45119	21018
3411	45129	21003
3412	45139	20989
3413	45148	20974
3414	45157	20959
3415	45169	20945
3416	45180	20930
3417	45189	20915
3418	45200	20901
3419	45211	20887
3420	45222	20873
3421	45235	20859
3422	45247	20845
3423	45260	20832
3424	45271	20818
3425	45283	20804
3426	45295	20790
3427	45306	20776
3428	45317	20762
3429	45327	20747
3430	45337	20732
3431	45348	20718
3432	45360	20704
3433	45370	20690
3434	45383	20676
3435	45395	20663
3436	45407	20649
3437	45418	20635
3438	45427	20619
3439	45437	20605
3440	45448	20591
3441	45461	20578
3442	45471	20563
3443	45482	20549
3444	45493	20534
3445	45504	20520
3446	45515	20506
3447	45525	20491
3448	45535	20476
3449	45545	20462
3450	45557	20448
3451	45568	20434
3452	45576	20418
3453	45585	20403
3454	45594	20388
3455	45603	20373
3456	45613	20359
3457	45622	20344
3458	45632	20329
3459	45644	20315
3460	45651	20299
3461	45661	20285
3462	45671	20270
3463	45681	20255
3464	45690	20241
3465	45700	20226
3466	45711	20212
3467	45722	20198
3468	45733	20184
3469	45745	20170
3470	45756	20156
3471	45768	20142
3472	45777	20127
3473	45789	20113
3474	45800	20099
3475	45810	20084
3476	45820	20070
3477	45829	20055
3478	45839	20040
3479	45848	20025
3480	45859	20011
3481	45870	19997
3482	45881	19983
3483	45893	19969
3484	45906	19956
3485	45917	19942
3486	45927	19927
3487	45938	19913
3488	45947	19898
3489	45957	19884
3490	45968	19870
3491	45979	19855
3492	45990	19841
3493	46000	19827
3494	46011	19813
3495	46019	19797
3496	46030	19783
3497	46040	19769
3498	46050	19754
3499	46059	19739
3500	46069	19725
3501	46081	19711
3502	46093	19698
3503	46104	19684
3504	46114	19669
3505	46122	19654
3506	46132	19639
3507	46143	19625
3508	46155	19611
3509	46164	19596
3510	46174	19582
3511	46185	19568
3512	46195	19553
3513	46205	19539
3514	46216	19525
3515	46227	19511
3516	46238	19497
3517	46249	19483
3518	46260	19469
3519	46270	19454
3520	46281	19440
3521	46290	19425
3522	46301	19411
3523	46314	19398
3524	46324	19384
3525	46336	19370
3526	46347	19356
3527	46358	19342
3528	46369	19328
3529	46381	19314
3530	46393	19300
3531	46404	19287
3532	46417	19273
3533	46431	19261
3534	46443	19247
3535	46453	19233
3536	46463	19218
3537	46471	19203
3538	46480	19188
3539	46490	19173
3540	46498	19158
3541	46506	19143
3542	46516	19129
3543	46527	19115
3544	46537	19100
3545	46548	19086
3546	46559	19072
3547	46569	19058
3548	46578	19043
3549	46587	19028
3550	46597	19014
3551	46609	19000
3552	46618	18985
3553	46628	18971
3554	46640	18957
3555	46651	18943
3556	46660	18929
3557	46671	18915
3558	46681	18900
3559	46693	18887
3560	46703	18872
3561	46715	18859
3562	46728	18846
3563	46739	18832
3564	46750	18818
3565	46762	18804
3566	46774	18791
3567	46784	18776
3568	46798	18764
3569	46812	18751
3570	46825	18738
3571	46838	18724
3572	46848	18710
3573	46858	18696
3574	46869	18682
3575	46878	18667
3576	46886	18652
3577	46894	18637
3578	46902	18621
3579	46910	18606
3580	46918	18591
3581	46927	18577
3582	46937	18562
3583	46949	18549
3584	46961	18535
3585	46971	18521
3586	46980	18506
3587	46989	18491
3588	46997	18477
3589	47008	18462
3590	47017	18448
3591	47026	18433
3592	47036	18419
3593	47046	18404
3594	47057	18390
3595	47068	18377
3596	47079	18363
3597	47088	18348
3598	47097	18333
3599	47106	18319
3600	47115	18304
3601	47124	18289
3602	47132	18274
3603	47141	18260
3604	47152	18246
3605	47161	18231
3606	47170	18216
3607	47180	18202
3608	47189	18188
3609	47198	18173
3610	47206	18158
3611	47215	18143
3612	47224	18129
3613	47233	18114
3614	47242	18100
3615	47253	18085
3616	47263	18071
3617	47272	18057
3618	47280	18042
3619	47289	18027
3620	47297	18012
3621	47307	17998
3622	47316	17983
3623	47327	17969
3624	47337	17955
3625	47349	17942
3626	47363	17929
3627	47375	17916
3628	47388	17903
3629	47401	17889
3630	47416	17877
3631	47430	17864
3632	47443	17851
3633	47458	17839
3634	47472	17826
3635	47486	17813
3636	47497	17799
3637	47508	17786
3638	47520	17772
3639	47535	17760
3640	47548	17747
3641	47561	17734
3642	47572	17720
3643	47584	17707
3644	47596	17693
3645	47612	17681
3646	47626	17668
3647	47640	17656
3648	47651	17642
3649	47665	17629
3650	47680	17617
3651	47694	17604
3652	47709	17592
3653	47723	17579
3654	47739	17567
3655	47751	17554
3656	47762	17540
3657	47775	17527
3658	47787	17513
3659	47798	17500
3660	47810	17486
3661	47821	17472
3662	47831	17458
3663	47840	17443
3664	47849	17429
3665	47859	17415
3666	47868	17400
3667	47877	17386
3668	47890	17373
3669	47902	17359
3670	47915	17346
3671	47926	17332
3672	47937	17319
3673	47951	17306
3674	47965	17293
3675	47981	17281
3676	47995	17269
3677	48011	17256
3678	48025	17244
3679	48037	17230
3680	48051	17218
3681	48062	17204
3682	48072	17190
3683	48082	17176
3684	48093	17162
3685	48105	17148
3686	48119	17136
3687	48133	17123
3688	48147	17110
3689	48161	17098
3690	48176	17085
3691	48191	17073
3692	48206	17060
3693	48219	17047
3694	48232	17034
3695	48244	17021
3696	48256	17007
3697	48268	16994
3698	48279	16980
3699	48290	16966
3700	48302	16953
3701	48314	16940
3702	48327	16926
3703	48339	16913
3704	48353	16900
3705	48367	16888
3706	48381	16875
3707	48394	16862
3708	48408	16849
3709	48422	16837
3710	48441	16826
3711	48459	16814
3712	48475	16802
3713	48487	16789
3714	48499	16775
3715	48514	16763
3716	48525	16749
3717	48538	16736
3718	48550	16723
3719	48561	16709
3720	48571	16695
3721	48580	16680
3722	48589	16666
3723	48601	16652
3724	48611	16638
3725	48620	16624
3726	48630	16610
3727	48641	16596
3728	48652	16582
3729	48663	16569
3730	48673	16555
3731	48684	16541
3732	48694	16527
3733	48705	16513
3734	48716	16499
3735	48726	16485
3736	48737	16471
3737	48749	16458
3738	48760	16444
3739	48772	16431
3740	48783	16417
3741	48794	16403
3742	48804	16389
3743	48813	16375
3744	48824	16361
3745	48834	16347
3746	48844	16333
3747	48857	16320
3748	48869	16307
3749	48880	16293
3750	48891	16279
3751	48902	16266
3752	48915	16252
3753	48924	16238
3754	48934	16224
3755	48945	16211
3756	48956	16197
3757	48968	16183
3758	48978	16169
3759	48987	16155
3760	48998	16141
3761	49009	16128
3762	49020	16114
3763	49032	16100
3764	49042	16087
3765	49053	16073
3766	49063	16059
3767	49073	16045
3768	49081	16030
3769	49089	16016
3770	49099	16001
3771	49109	15987
3772	49121	15974
3773	49131	15960
3774	49140	15946
3775	49150	15932
3776	49160	15918
3777	49169	15903
3778	49178	15889
3779	49187	15875
3780	49196	15861
3781	49205	15846
3782	49216	15832
3783	49226	15818
3784	49236	15805
3785	49247	15791
3786	49257	15777
3787	49268	15763
3788	49277	15749
3789	49287	15735
3790	49298	15721
3791	49308	15708
3792	49318	15693
3793	49329	15680
3794	49339	15666
3795	49350	15652
3796	49363	15639
3797	49376	15626
3798	49387	15613
3799	49398	15599
3800	49408	15585
3801	49418	15571
3802	49428	15557
3803	49440	15544
3804	49457	15532
3805	49467	15518
3806	49477	15504
3807	49488	15491
3808	49500	15477
3809	49510	15463
3810	49522	15450
3811	49532	15436
3812	49542	15422
3813	49555	15409
3814	49566	15396
3815	49578	15382
3816	49590	15369
3817	49600	15355
3818	49611	15342
3819	49622	15328
3820	49631	15314
3821	49640	15300
3822	49650	15285
3823	49659	15271
3824	49669	15258
3825	49678	15243
3826	49687	15229
3827	49696	15215
3828	49705	15201
3829	49714	15186
3830	49724	15172
3831	49734	15159
3832	49745	15145
3833	49758	15132
3834	49769	15118
3835	49779	15105
3836	49790	15091
3837	49799	15077
3838	49810	15063
3839	49820	15049
3840	49829	15035
3841	49838	15021
3842	49848	15007
3843	49858	14993
3844	49868	14979
3845	49877	14965
3846	49886	14951
3847	49895	14937
3848	49905	14923
3849	49915	14909
3850	49925	14895
3851	49935	14881
3852	49944	14867
3853	49952	14853
3854	49962	14839
3855	49971	14825
3856	49980	14811
3857	49989	14797
3858	49998	14783
3859	50007	14769
3860	50017	14755
3861	50027	14741
3862	50037	14727
3863	50047	14713
3864	50057	14699
3865	50068	14686
3866	50081	14673
3867	50094	14660
3868	50105	14647
3869	50116	14633
3870	50128	14620
3871	50138	14606
3872	50148	14592
3873	50157	14578
3874	50168	14564
3875	50178	14551
3876	50187	14537
3877	50198	14523
3878	50208	14509
3879	50219	14496
3880	50230	14482
3881	50242	14469
3882	50252	14455
3883	50265	14442
3884	50278	14429
3885	50290	14416
3886	50298	14402
3887	50308	14388
3888	50317	14374
3889	50327	14360
3890	50337	14347
3891	50346	14332
3892	50356	14319
3893	50366	14305
3894	50376	14291
3895	50386	14277
3896	50397	14264
3897	50407	14250
3898	50418	14237
3899	50431	14224
3900	50444	14211
3901	50457	14198
3902	50469	14185
3903	50481	14171
3904	50494	14159
3905	50508	14146
3906	50520	14133
3907	50532	14120
3908	50545	14107
3909	50559	14094
3910	50570	14081
3911	50582	14067
3912	50596	14055
3913	50610	14042
3914	50621	14029
3915	50629	14015
3916	50639	14001
3917	50648	13987
3918	50658	13973
3919	50668	13959
3920	50678	13946
3921	50688	13932
3922	50699	13918
3923	50711	13905
3924	50723	13892
3925	50738	13879
3926	50750	13866
3927	50761	13853
3928	50772	13840
3929	50782	13826
3930	50790	13812
3931	50798	13797
3932	50809	13784
3933	50820	13770
3934	50831	13757
3935	50842	13744
3936	50854	13730
3937	50867	13717
3938	50878	13704
3939	50889	13691
3940	50900	13677
3941	50910	13664
3942	50922	13650
3943	50934	13637
3944	50946	13624
3945	50958	13611
3946	50970	13598
3947	50982	13585
3948	50993	13571
3949	51004	13558
3950	51013	13544
3951	51025	13530
3952	51036	13517
3953	51045	13503
3954	51056	13490
3955	51067	13476
3956	51078	13463
3957	51088	13449
3958	51098	13436
3959	51111	13423
3960	51122	13409
3961	51135	13397
3962	51149	13384
3963	51162	13371
3964	51172	13357
3965	51183	13344
3966	51193	13330
3967	51203	13316
3968	51211	13302
3969	51222	13289
3970	51232	13275
3971	51244	13262
3972	51257	13249
3973	51270	13237
3974	51283	13223
3975	51295	13210
3976	51310	13198
3977	51324	13185
3978	51336	13172
3979	51350	13160
3980	51364	13147
3981	51377	13134
3982	51388	13121
3983	51402	13108
3984	51416	13096
3985	51431	13083
3986	51446	13071
3987	51460	13058
3988	51474	13046
3989	51487	13033
3990	51501	13020
3991	51515	13007
3992	51528	12995
3993	51542	12982
3994	51555	12969
3995	51567	12956
3996	51580	12943
3997	51592	12930
3998	51606	12917
3999	51618	12904
4000	51632	12891
4001	51646	12879
4002	51661	12867
4003	51676	12854
4004	51692	12842
4005	51704	12829
4006	51719	12816
4007	51733	12804
4008	51743	12790
4009	51752	12776
4010	51763	12763
4011	51772	12749
4012	51780	12735
4013	51790	12721
4014	51802	12708
4015	51813	12695
4016	51824	12681
4017	51833	12668
4018	51845	12655
4019	51858	12642
4020	51869	12628
4021	51880	12615
4022	51892	12602
4023	51902	12588
4024	51912	12574
4025	51924	12561
4026	51937	12549
4027	51952	12536
4028	51967	12524
4029	51979	12511
4030	51992	12498
4031	52003	12484
4032	52016	12472
4033	52029	12459
4034	52045	12447
4035	52059	12434
4036	52074	12422
4037	52089	12409
4038	52103	12397
4039	52117	12384
4040	52131	12371
4041	52145	12359
4042	52163	12347
4043	52178	12334
4044	52191	12322
4045	52203	12309
4046	52217	12296
4047	52232	12283
4048	52247	12271
4049	52262	12259
4050	52277	12246
4051	52292	12234
4052	52304	12221
4053	52317	12208
4054	52332	12195
4055	52346	12183
4056	52360	12170
4057	52376	12158
4058	52391	12145
4059	52404	12133
4060	52418	12120
4061	52433	12108
4062	52449	12095
4063	52464	12083
4064	52478	12070
4065	52493	12058
4066	52508	12045
4067	52523	12033
4068	52537	12020
4069	52551	12008
4070	52567	11995
4071	52582	11983
4072	52595	11970
4073	52609	11957
4074	52624	11945
4075	52638	11932
4076	52652	11920
4077	52664	11906
4078	52678	11894
4079	52693	11881
4080	52707	11869
4081	52717	11855
4082	52725	11841
4083	52734	11827
4084	52743	11814
4085	52752	11800
4086	52762	11786
4087	52771	11773
4088	52782	11759
4089	52792	11745
4090	52802	11732
4091	52810	11718
4092	52821	11705
4093	52832	11691
4094	52844	11678
4095	52857	11665
4096	52869	11652
4097	52882	11639
4098	52895	11626
4099	52909	11614
4100	52924	11601
4101	52939	11589
4102	52953	11576
4103	52966	11563
4104	52981	11551
4105	52995	11538
4106	53011	11526
4107	53025	11513
4108	53039	11501
4109	53052	11488
4110	53066	11475
4111	53081	11463
4112	53096	11450
4113	53111	11438
4114	53126	11425
4115	53140	11413
4116	53154	11400
4117	53169	11387
4118	53184	11375
4119	53198	11362
4120	53213	11350
4121	53223	11336
4122	53234	11323
4123	53246	11310
4124	53260	11297
4125	53274	11285
4126	53289	11272
4127	53304	11260
4128	53318	11247
4129	53333	11234
4130	53347	11222
4131	53360	11209
4132	53371	11195
4133	53381	11182
4134	53391	11168
4135	53401	11155
4136	53409	11141
4137	53418	11127
4138	53426	11113
4139	53435	11100
4140	53445	11086
4141	53454	11072
4142	53463	11059
4143	53472	11045
4144	53481	11031
4145	53489	11017
4146	53498	11004
4147	53508	10990
4148	53517	10976
4149	53526	10963
4150	53534	10949
4151	53542	10935
4152	53551	10921
4153	53559	10907
4154	53568	10894
4155	53576	10880
4156	53584	10866
4157	53593	10852
4158	53602	10838
4159	53610	10825
4160	53619	10811
4161	53627	10797
4162	53635	10783
4163	53645	10770
4164	53655	10756
4165	53663	10742
4166	53672	10729
4167	53682	10715
4168	53691	10702
4169	53700	10688
4170	53708	10674
4171	53716	10660
4172	53723	10646
4173	53734	10633
4174	53745	10620
4175	53754	10606
4176	53763	10593
4177	53772	10579
4178	53780	10565
4179	53790	10552
4180	53798	10538
4181	53806	10524
4182	53814	10510
4183	53822	10496
4184	53830	10483
4185	53838	10469
4186	53846	10455
4187	53854	10441
4188	53861	10427
4189	53869	10413
4190	53876	10400
4191	53884	10386
4192	53892	10372
4193	53900	10358
4194	53908	10344
4195	53916	10331
4196	53924	10317
4197	53933	10303
4198	53942	10290
4199	53951	10276
4200	53960	10262
4201	53969	10249
4202	53979	10235
4203	53987	10222
4204	53996	10208
4205	54005	10195
4206	54013	10181
4207	54021	10167
4208	54029	10153
4209	54037	10139
4210	54045	10126
4211	54053	10112
4212	54062	10098
4213	54070	10085
4214	54077	10071
4215	54086	10057
4216	54094	10044
4217	54102	10030
4218	54110	10016
4219	54117	10002
4220	54125	9989
4221	54133	9975
4222	54141	9961
4223	54149	9947
4224	54158	9934
4225	54166	9920
4226	54175	9907
4227	54184	9893
4228	54192	9880
4229	54201	9866
4230	54209	9852
4231	54218	9839
4232	54227	9825
4233	54235	9812
4234	54243	9798
4235	54253	9785
4236	54266	9772
4237	54275	9758
4238	54283	9745
4239	54290	9731
4240	54299	9717
4241	54309	9704
4242	54317	9690
4243	54325	9677
4244	54333	9663
4245	54341	9649
4246	54349	9636
4247	54357	9622
4248	54364	9608
4249	54373	9595
4250	54381	9581
4251	54390	9568
4252	54400	9554
4253	54408	9541
4254	54417	9527
4255	54425	9514
4256	54433	9500
4257	54441	9486
4258	54448	9473
4259	54456	9459
4260	54464	9446
4261	54472	9432
4262	54480	9418
4263	54488	9405
4264	54496	9391
4265	54505	9378
4266	54513	9364
4267	54521	9350
4268	54530	9337
4269	54538	9323
4270	54546	9310
4271	54554	9296
4272	54562	9283
4273	54570	9269
4274	54577	9255
4275	54586	9242
4276	54594	9228
4277	54602	9215
4278	54610	9201
4279	54619	9188
4280	54629	9175
4281	54637	9161
4282	54646	9148
4283	54654	9134
4284	54662	9121
4285	54672	9107
4286	54681	9094
4287	54690	9081
4288	54696	9067
4289	54705	9053
4290	54713	9040
4291	54723	9027
4292	54732	9013
4293	54742	9000
4294	54750	8987
4295	54759	8973
4296	54770	8960
4297	54781	8947
4298	54786	8933
4299	54797	8920
4300	54807	8907
4301	54816	8893
4302	54824	8880
4303	54832	8866
4304	54841	8853
4305	54849	8840
4306	54858	8826
4307	54866	8813
4308	54874	8799
4309	54881	8786
4310	54890	8772
4311	54898	8759
4312	54906	8745
4313	54914	8732
4314	54921	8718
4315	54929	8705
4316	54938	8691
4317	54947	8678
4318	54956	8665
4319	54964	8651
4320	54973	8638
4321	54983	8625
4322	54991	8611
4323	55000	8598
4324	55009	8585
4325	55018	8571
4326	55028	8558
4327	55037	8545
4328	55045	8532
4329	55053	8518
4330	55062	8505
4331	55070	8492
4332	55078	8478
4333	55087	8465
4334	55094	8451
4335	55101	8438
4336	55111	8424
4337	55120	8411
4338	55125	8397
4339	55134	8384
4340	55142	8371
4341	55152	8357
4342	55161	8344
4343	55169	8331
4344	55178	8317
4345	55187	8304
4346	55197	8291
4347	55206	8278
4348	55216	8265
4349	55224	8251
4350	55233	8238
4351	55243	8225
4352	55253	8212
4353	55263	8199
4354	55273	8186
4355	55281	8172
4356	55293	8160
4357	55304	8147
4358	55314	8134
4359	55323	8120
4360	55332	8107
4361	55341	8094
4362	55350	8081
4363	55358	8067
4364	55367	8054
4365	55374	8041
4366	55383	8027
4367	55391	8014
4368	55400	8001
4369	55408	7987
4370	55416	7974
4371	55425	7961
4372	55435	7948
4373	55444	7935
4374	55453	7921
4375	55462	7908
4376	55471	7895
4377	55481	7882
4378	55490	7869
4379	55499	7856
4380	55508	7842
4381	55517	7829
4382	55526	7816
4383	55535	7803
4384	55545	7790
4385	55554	7777
4386	55563	7763
4387	55573	7750
4388	55582	7737
4389	55590	7724
4390	55599	7711
4391	55610	7698
4392	55618	7685
4393	55627	7671
4394	55636	7658
4395	55646	7645
4396	55656	7632
4397	55664	7619
4398	55674	7606
4399	55683	7593
4400	55692	7580
4401	55702	7567
4402	55712	7553
4403	55721	7540
4404	55730	7527
4405	55741	7514
4406	55749	7501
4407	55757	7488
4408	55766	7475
4409	55774	7461
4410	55783	7448
4411	55792	7435
4412	55801	7422
4413	55811	7409
4414	55822	7396
4415	55832	7383
4416	55841	7370
4417	55849	7357
4418	55858	7344
4419	55866	7330
4420	55875	7317
4421	55883	7304
4422	55893	7291
4423	55902	7278
4424	55910	7265
4425	55920	7252
4426	55931	7239
4427	55941	7226
4428	55951	7213
4429	55961	7200
4430	55971	7187
4431	55981	7174
4432	55990	7161
4433	56000	7148
4434	56011	7135
4435	56021	7122
4436	56029	7109
4437	56039	7096
4438	56047	7083
4439	56056	7070
4440	56064	7057
4441	56076	7044
4442	56086	7031
4443	56098	7018
4444	56109	7005
4445	56120	6992
4446	56129	6979
4447	56138	6966
4448	56147	6953
4449	56157	6940
4450	56164	6927
4451	56174	6914
4452	56186	6901
4453	56196	6888
4454	56208	6876
4455	56218	6863
4456	56228	6850
4457	56238	6837
4458	56247	6824
4459	56257	6811
4460	56267	6798
4461	56276	6785
4462	56285	6772
4463	56293	6759
4464	56304	6746
4465	56314	6733
4466	56323	6720
4467	56336	6707
4468	56349	6695
4469	56360	6682
4470	56368	6669
4471	56380	6656
4472	56391	6643
4473	56401	6630
4474	56409	6617
4475	56418	6604
4476	56426	6591
4477	56434	6578
4478	56444	6565
4479	56453	6552
4480	56463	6539
4481	56472	6526
4482	56481	6513
4483	56491	6500
4484	56500	6487
4485	56510	6474
4486	56522	6462
4487	56533	6449
4488	56543	6436
4489	56552	6423
4490	56561	6410
4491	56570	6397
4492	56580	6384
4493	56588	6371
4494	56598	6358
4495	56608	6345
4496	56617	6332
4497	56628	6320
4498	56640	6307
4499	56651	6294
4500	56660	6281
4501	56669	6268
4502	56679	6255
4503	56694	6243
4504	56705	6230
4505	56715	6217
4506	56726	6205
4507	56736	6192
4508	56745	6179
4509	56755	6166
4510	56765	6153
4511	56775	6140
4512	56784	6127
4513	56791	6114
4514	56799	6101
4515	56811	6088
4516	56823	6076
4517	56833	6063
4518	56844	6050
4519	56853	6037
4520	56867	6025
4521	56878	6012
4522	56890	5999
4523	56899	5986
4524	56908	5973
4525	56917	5960
4526	56925	5947
4527	56932	5934
4528	56939	5921
4529	56949	5908
4530	56959	5895
4531	56967	5882
4532	56977	5869
4533	56987	5857
4534	56997	5844
4535	57008	5831
4536	57016	5818
4537	57024	5805
4538	57033	5792
4539	57041	5779
4540	57049	5766
4541	57057	5753
4542	57067	5740
4543	57078	5727
4544	57087	5715
4545	57096	5702
4546	57106	5689
4547	57115	5676
4548	57124	5663
4549	57135	5650
4550	57145	5637
4551	57153	5624
4552	57165	5612
4553	57177	5599
4554	57187	5586
4555	57198	5574
4556	57210	5561
4557	57220	5548
4558	57247	5537
4559	57261	5525
4560	57275	5512
4561	57288	5500
4562	57302	5487
4563	57317	5475
4564	57331	5463
4565	57347	5450
4566	57360	5438
4567	57374	5425
4568	57388	5413
4569	57400	5400
4570	57411	5388
4571	57420	5375
4572	57431	5362
4573	57441	5349
4574	57451	5337
4575	57462	5324
4576	57475	5311
4577	57487	5299
4578	57499	5286
4579	57514	5274
4580	57526	5261
4581	57537	5248
4582	57550	5236
4583	57562	5223
4584	57574	5211
4585	57586	5198
4586	57599	5186
4587	57613	5173
4588	57625	5161
4589	57635	5148
4590	57649	5135
4591	57663	5123
4592	57675	5110
4593	57686	5098
4594	57697	5085
4595	57707	5072
4596	57718	5059
4597	57728	5047
4598	57738	5034
4599	57748	5021
4600	57758	5008
4601	57768	4996
4602	57780	4983
4603	57789	4970
4604	57799	4957
4605	57806	4944
4606	57816	4932
4607	57826	4919
4608	57836	4906
4609	57846	4893
4610	57856	4880
4611	57866	4868
4612	57875	4855
4613	57883	4842
4614	57892	4829
4615	57900	4816
4616	57913	4804
4617	57924	4791
4618	57936	4778
4619	57946	4766
4620	57957	4753
4621	57967	4740
4622	57978	4728
4623	57991	4715
4624	58005	4703
4625	58018	4690
4626	58029	4677
4627	58041	4665
4628	58051	4652
4629	58060	4639
4630	58069	4627
4631	58083	4614
4632	58094	4601
4633	58106	4589
4634	58118	4576
4635	58132	4564
4636	58143	4551
4637	58151	4538
4638	58161	4526
4639	58172	4513
4640	58182	4500
4641	58192	4487
4642	58202	4475
4643	58213	4462
4644	58225	4449
4645	58235	4437
4646	58244	4424
4647	58253	4411
4648	58262	4398
4649	58273	4386
4650	58289	4373
4651	58303	4361
4652	58316	4348
4653	58331	4336
4654	58346	4324
4655	58359	4311
4656	58371	4299
4657	58384	4286
4658	58398	4274
4659	58412	4261
4660	58426	4249
4661	58442	4237
4662	58455	4224
4663	58466	4211
4664	58478	4199
4665	58490	4186
4666	58504	4174
4667	58515	4161
4668	58525	4149
4669	58536	4136
4670	58547	4123
4671	58559	4111
4672	58568	4098
4673	58579	4085
4674	58591	4073
4675	58603	4060
4676	58614	4048
4677	58625	4035
4678	58635	4022
4679	58644	4009
4680	58653	3997
4681	58662	3984
4682	58671	3971
4683	58680	3958
4684	58689	3946
4685	58698	3933
4686	58706	3920
4687	58716	3907
4688	58725	3894
4689	58734	3882
4690	58742	3869
4691	58750	3856
4692	58759	3843
4693	58768	3831
4694	58777	3818
4695	58787	3805
4696	58798	3793
4697	58811	3780
4698	58823	3768
4699	58834	3755
4700	58843	3742
4701	58852	3729
4702	58862	3717
4703	58874	3704
4704	58886	3692
4705	58900	3679
4706	58914	3667
4707	58928	3654
4708	58944	3642
4709	58958	3630
4710	58971	3617
4711	58981	3604
4712	58992	3592
4713	59004	3579
4714	59018	3567
4715	59031	3554
4716	59044	3542
4717	59057	3529
4718	59067	3517
4719	59079	3504
4720	59092	3492
4721	59108	3479
4722	59119	3467
4723	59129	3454
4724	59139	3442
4725	59151	3429
4726	59162	3416
4727	59173	3404
4728	59183	3391
4729	59193	3378
4730	59207	3366
4731	59221	3354
4732	59248	3342
4733	59273	3330
4734	59287	3318
4735	59301	3305
4736	59315	3293
4737	59329	3280
4738	59341	3268
4739	59352	3255
4740	59361	3242
4741	59371	3230
4742	59380	3217
4743	59390	3204
4744	59401	3192
4745	59411	3179
4746	59420	3166
4747	59429	3154
4748	59439	3141
4749	59449	3128
4750	59460	3116
4751	59472	3103
4752	59485	3091
4753	59500	3078
4754	59514	3066
4755	59527	3053
4756	59540	3041
4757	59554	3029
4758	59567	3016
4759	59578	3003
4760	59593	2991
4761	59606	2979
4762	59619	2966
4763	59632	2954
4764	59642	2941
4765	59652	2928
4766	59662	2916
4767	59673	2903
4768	59684	2891
4769	59695	2878
4770	59707	2865
4771	59718	2853
4772	59730	2840
4773	59738	2828
4774	59749	2815
4775	59758	2802
4776	59767	2790
